round,clients,prompts_per_100,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
1,150,30.017351069982652,0.0931174089068826,0.11192865105908585,0.07427838827838829,0.01814843794022483,0.2565569441999648,0.0931174089068826,0.023695637261168516,0.006028077052879222,0.9224713816221757,True
2,150,30.017351069982652,0.11220358588779641,0.10538973124112444,0.07829304029304031,0.02384365826700785,0.24202738130553025,0.11220358588779641,0.04574404308183571,0.023680384691531022,0.9188660671698621,True
3,150,30.017351069982652,0.17466743782533256,0.10274579402635074,0.08052014652014651,0.0390655996266919,0.2346333963550591,0.17466743782533256,0.09076148386361031,0.08319238980961645,0.9145641456855774,True
4,150,30.017351069982652,0.21804511278195488,0.023875794303347745,0.07827106227106227,0.030667341400707114,0.057036853355143136,0.21804511278195488,0.08226174786334293,0.11984670334137404,0.9094225416106367,True
5,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.1230499889203894,0.9032509522905819,True
6,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.09634193901280709,0.896067861283969,True
7,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.07985440179266083,0.8883411279961058,True
8,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.06137433982071263,0.8809981137941286,True
9,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.04140007134339519,0.8748171121754347,True
10,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.04012505924291455,0.8704007934834029,True
