model,ambiguous_count,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,2308,0.16854419410745233,0.02466608792530225,0.07536018487949818,0.036745760945648645,0.05955428303456383,0.16854419410745233,0.08732764646944458,0.07750057941060547,0.915047291830502,True
