round,client_id,local_loss,sample_count,mean_note_utility,note_count,base_weight,utility_multiplier,final_weight
1,U001,2.56440536181132,44,0.3425,11,0.005871363757672805,0.92125,0.005875793444497792
1,U002,2.5534093777338662,50,0.3425308680888851,11,0.006672004270082733,0.9212654340444426,0.006677149868016218
1,U003,2.567251682281494,42,0.34375437613210613,13,0.005604483586869495,0.921877188066053,0.0056125303418617
1,U004,2.5536510944366455,63,0.3437866571511558,12,0.008406725380304243,0.9218933285755779,0.00841894291165535
1,U005,2.5701512495676675,51,0.3442317287377883,13,0.0068054443554843875,0.9221158643688941,0.006816979891383601
1,U006,2.5501063664754233,45,0.34552904910005827,13,0.00600480384307446,0.9227645245500291,0.0060192134818669845
1,U007,2.5580445925394693,51,0.338652539826602,12,0.0068054443554843875,0.919326269913301,0.00679635709326928
1,U008,2.566571911176046,47,0.3409171098282348,11,0.006271684013877769,0.9204585549141174,0.006271023661431486
1,U009,2.5591898759206138,50,0.342500445107997,12,0.006672004270082733,0.9212502225539985,0.006677039618138541
1,U010,2.564559499422709,45,0.34444444444444444,9,0.00600480384307446,0.9222222222222223,0.006015676031741911
1,U011,2.571146806081136,49,0.342500663061179,11,0.006538564184681078,0.9212503315305896,0.006543499599819758
1,U012,2.5742696126302085,52,0.3326923076923078,13,0.006938884440886042,0.9163461538461539,0.006907155732831375
1,U013,2.5623265504837036,53,0.34091542736438907,14,0.007072324526287697,0.9204577136821945,0.0070715734106213644
1,U014,2.5798752705256143,47,0.3361163543191359,11,0.006271684013877769,0.918058177159568,0.0062546700454921365
1,U015,2.564565738042196,33,0.35,6,0.004403522818254604,0.925,0.004424783394431852
1,U016,2.5622535149256387,61,0.3441280694704161,17,0.008139845209500934,0.922064034735208,0.008153184321030306
1,U017,2.5421513319015503,42,0.33624583084643134,11,0.005604483586869495,0.9181229154232157,0.0055896737516430515
1,U018,2.5737083752950034,47,0.34166775590966697,13,0.006271684013877769,0.9208338779548335,0.006273580712649538
1,U019,2.56518284479777,45,0.34423358548424077,14,0.00600480384307446,0.9221167927421203,0.006014988312902345
1,U020,2.5604910453160605,49,0.3432028045052427,13,0.006538564184681078,0.9216014022526213,0.006545993201233509
1,U021,2.5541313886642456,43,0.33542138638546026,12,0.00573792367227115,0.9177106931927301,0.0057201917953698484
1,U022,2.5775864521662393,56,0.3458333333333334,13,0.007472644782492661,0.9229166666666667,0.007491811796960508
1,U023,2.5748047828674316,52,0.34,13,0.006938884440886042,0.92,0.006934697382133325
1,U024,2.5760591427485147,55,0.34545454545454546,13,0.007339204697091006,0.9227272727272727,0.0073565194846000465
1,U025,2.557966430981954,48,0.3409319537159289,13,0.006405124099279423,0.9204659768579644,0.006404501337852561
1,U026,2.5678207079569497,54,0.3365504771658163,15,0.007205764611689352,0.9182752385829082,0.007187915723792901
1,U027,2.557394862174988,50,0.3431917797806258,11,0.006672004270082733,0.9215958898903129,0.006679544946704834
1,U028,2.5752033392588296,58,0.3403846153846154,15,0.00773952495329597,0.9201923076923078,0.007736471589848622
1,U029,2.543915589650472,44,0.3390262633404441,9,0.005871363757672805,0.9195131316702221,0.005864715583389444
1,U030,2.572368343671163,51,0.34500000000000003,11,0.0068054443554843875,0.9225,0.006819819713334398
1,U031,2.5717225472132363,48,0.3386363636363637,11,0.006405124099279423,0.9193181818181818,0.006396515105821518
1,U032,2.5701657931009927,47,0.3480769230769231,13,0.006271684013877769,0.9240384615384616,0.006295413330066888
1,U033,2.571699023246765,46,0.329168796405958,13,0.006138243928476114,0.914584398202979,0.006098428876882867
1,U034,2.561620513598124,42,0.3416745315875823,9,0.005604483586869495,0.9208372657937911,0.005606199134861674
1,U035,2.5773452123006186,48,0.3375,14,0.006405124099279423,0.91875,0.006392561759031765
1,U036,2.5544196234809027,70,0.343069384026154,19,0.009340805978115827,0.921534692013077,0.009350741955212558
1,U037,2.562861601511637,49,0.3458398183583451,13,0.006538564184681078,0.9229199091791725,0.00655535835340872
1,U038,2.5690590540568032,58,0.34375,12,0.00773952495329597,0.921875,0.007750618742703621
1,U039,2.5794025659561157,48,0.3525,11,0.006405124099279423,0.92625,0.006444745936656514
1,U040,2.5703465938568115,52,0.3416750348724397,13,0.006938884440886042,0.9208375174362199,0.006941010349494679
1,U041,2.5635989904403687,52,0.34042176940434216,13,0.006938884440886042,0.920210884702171,0.006936286970820367
1,U042,2.567525784174601,42,0.33614665353132817,9,0.005604483586869495,0.9180733267656641,0.005589371848256436
1,U043,2.5688792864481607,30,0.34064809373855953,8,0.0040032025620496394,0.9203240468692797,0.004002196127846201
1,U044,2.564096212387085,41,0.3375036401291081,12,0.005471043501467841,0.918751820064554,0.005460323986176997
1,U045,2.5593318939208984,58,0.34376439321794,15,0.00773952495329597,0.92188219660897,0.007750679247839748
1,U046,2.561559557914734,54,0.3416806505209202,14,0.007205764611689352,0.9208403252604601,0.007207994264613539
1,U047,2.556336204210917,53,0.3350000000000001,13,0.007072324526287697,0.9175,0.007048850270687464
1,U048,2.566774924596151,53,0.3339340663522918,15,0.007072324526287697,0.9169670331761459,0.007044755662141861
1,U049,2.559832294782003,45,0.33334311919019355,10,0.00600480384307446,0.9166715595950967,0.005979468936183289
1,U050,2.563368837038676,48,0.34616015216726637,14,0.006405124099279423,0.9230800760836332,0.0064226899536286965
1,U051,2.549025575319926,52,0.3405101497820536,14,0.006938884440886042,0.9202550748910268,0.006936620063849685
1,U052,2.571147362391154,49,0.34318424884786203,12,0.006538564184681078,0.921592124423931,0.006545927302241406
1,U053,2.5563371976216636,48,0.33958988601774015,14,0.006405124099279423,0.9197949430088701,0.006399832357909447
1,U054,2.5805090268452964,46,0.34090909090909094,12,0.006138243928476114,0.9204545454545454,0.0061375708910926495
1,U055,2.5719626744588218,50,0.3318185809455337,13,0.006672004270082733,0.9159092904727668,0.00663832959752622
1,U056,2.5640496015548706,59,0.34285948698787366,14,0.007872965038697624,0.9214297434939368,0.007880442085526837
1,U057,2.5755561192830405,44,0.3475009494966505,10,0.005871363757672805,0.9237504747483253,0.005891741637859357
1,U058,2.553563714027405,62,0.34532837875687616,17,0.008273285294902588,0.9226641893784381,0.008292236835233923
1,U059,2.5717671712239585,58,0.34038839619414174,15,0.00773952495329597,0.9201941980970709,0.007736487483333735
1,U060,2.571560184160868,59,0.33958333333333335,13,0.007872965038697624,0.9197916666666667,0.007866432585985399
1,U061,2.5580054918924966,53,0.3469224553498009,11,0.007072324526287697,0.9234612276749005,0.0070946484192540606
1,U062,2.565522829691569,48,0.34094200267979513,11,0.006405124099279423,0.9204710013398976,0.006404536297646917
1,U063,2.571720321973165,56,0.33958333333333335,12,0.007472644782492661,0.9197916666666667,0.007466444488392921
1,U064,2.5649901628494263,53,0.3365404797978905,14,0.007072324526287697,0.9182702398989453,0.0070547677701099975
1,U065,2.591174602508545,43,0.340625,10,0.00573792367227115,0.9203125,0.0057364091436719646
1,U066,2.5780171155929565,58,0.3296875,16,0.00773952495329597,0.91484375,0.007691503853988085
1,U067,2.5564632415771484,44,0.33409090909090916,12,0.005871363757672805,0.9170454545454546,0.005848976575440629
1,U068,2.5648576815923056,59,0.3375000326902896,16,0.007872965038697624,0.9187500163451447,0.007857523968600205
1,U069,2.5627086559931436,49,0.33959547068313345,12,0.006538564184681078,0.9197977353415667,0.006533182032209466
1,U070,2.573075532913208,42,0.34001170943951836,11,0.005604483586869495,0.9200058547197592,0.00560113737615892
1,U071,2.5601103703180947,40,0.3468758789028443,9,0.0053376034160661865,0.9234379394514222,0.00535431660641837
1,U072,2.5618646144866943,60,0.3406276695621379,16,0.008006405124099279,0.920313834781069,0.008004303437454884
1,U073,2.5569504499435425,47,0.34424300445112915,13,0.006271684013877769,0.9221215022255645,0.006282353212210413
1,U074,2.5762595733006797,52,0.34750000000000003,11,0.006938884440886042,0.9237500000000001,0.006962963811680065
1,U075,2.565173546473185,56,0.3365464489457094,14,0.007472644782492661,0.9182732244728546,0.00745411847505773
1,U076,2.566677212715149,50,0.3433333333333333,15,0.006672004270082733,0.9216666666666666,0.006680057922797744
1,U077,2.558978319168091,49,0.33751387039088676,12,0.006538564184681078,0.9187569351954434,0.006525789388639575
1,U078,2.5538748502731323,63,0.338350844687515,17,0.008406725380304243,0.9191754223437575,0.008394122363880823
1,U079,2.559118707974752,57,0.3468789500511279,17,0.007606084867894315,0.9234394750255639,0.007629913851819522
1,U080,2.564891775449117,49,0.33750663084860416,13,0.006538564184681078,0.918753315424302,0.006525763677961158
1,U081,2.5643349091211953,41,0.3409151850049754,11,0.005471043501467841,0.9204575925024877,0.005470461729530969
1,U082,2.571388006210327,38,0.3386363636363637,11,0.005070723245262877,0.9193181818181818,0.005063907792108702
1,U083,2.570353945096334,47,0.3386383458824369,12,0.006271684013877769,0.9193191729412185,0.006263261126906371
1,U084,2.5636581977208457,55,0.3423129694152264,15,0.007339204697091006,0.9211564847076132,0.0073439962472206565
1,U085,2.572530508041382,50,0.34615511229992296,15,0.006672004270082733,0.9230775561499615,0.006690283771048459
1,U086,2.55617348353068,51,0.3393251578213637,15,0.0068054443554843875,0.9196625789106818,0.00679884334446723
1,U087,2.542253017425537,46,0.3417778185068431,10,0.006138243928476114,0.9208889092534216,0.006140467219457035
