accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.3011265164644714,0.14735142994940473,0.1674448523001006,0.13809233104679347,0.2171513313973726,0.3011265164644714,0.21201014915729924,0.05496283707351345,0.7853650311813235,True
