method,loss,runs,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,weighted_precision_mean,weighted_precision_std,weighted_recall_mean,weighted_recall_std,weighted_f1_mean,weighted_f1_std,ece_mean,ece_std,brier_score_mean,brier_score_std,zero_recall_classes_mean,zero_recall_classes_std,never_predicted_classes_mean,never_predicted_classes_std,active_prediction_classes_mean,active_prediction_classes_std
fedavg,standard,3,0.18053148469093006,0.009416477939169872,0.03370452273888207,0.010698443499597473,0.08211012502387065,0.009554145622086705,0.04271586942988023,0.006512975159314661,0.07413653057274903,0.012428104798189179,0.18053148469093006,0.009416477939169872,0.09379173625232855,0.00921888056372086,0.08517239483397239,0.008102311941562277,0.9114153020466716,0.006398660414498347,10.666666666666666,0.5773502691896257,10.333333333333334,0.5773502691896257,2.6666666666666665,0.5773502691896258
fedavg,class_weighted,3,0.1478913922588099,0.03672463030781416,0.08035325114657106,0.02532895656701283,0.11883370991411323,0.033926739531769896,0.062317507218525026,0.026867493396211882,0.11952375630520255,0.0302318394319688,0.1478913922588099,0.03672463030781416,0.08585635510581772,0.04890778129436048,0.0582364340302556,0.037866625419105356,0.913212436566007,0.002282215140166267,7.666666666666667,1.1547005383792517,7.0,1.7320508075688772,6.0,1.7320508075688772
fedprox,standard,3,0.1798093587521663,0.010407636178045292,0.033247862826956534,0.010022262842633715,0.08186637542351256,0.009533193290406675,0.042363010935113195,0.006154180339577534,0.07365651722157916,0.012177492104886388,0.1798093587521663,0.010407636178045292,0.093263286117088,0.009878561376099812,0.08472671948915649,0.00814447057097007,0.9114458673661368,0.006388404505456129,10.666666666666666,0.5773502691896257,10.333333333333334,0.5773502691896257,2.6666666666666665,0.5773502691896258
fedprox,class_weighted,3,0.14904679376083182,0.03536176326298217,0.09220347585673731,0.039945148640209566,0.12175423720922786,0.03181861397593847,0.06486457027953828,0.02520753555641202,0.12035004385675724,0.028928857709035232,0.14904679376083182,0.03536176326298217,0.08766519004866528,0.0474486899545958,0.059573216470316694,0.03687018574944083,0.9131859787465939,0.0005738970150047191,7.666666666666667,1.1547005383792517,6.666666666666667,2.0816659994661326,6.333333333333333,2.0816659994661326
proposed,standard,3,0.1837088388214904,0.014902412064055336,0.033132155715597834,0.00983684624869603,0.08249647791728205,0.00994671659070116,0.043183288277838495,0.005777432789521808,0.07288190489966447,0.010388444430498845,0.1837088388214904,0.014902412064055336,0.09511852143533861,0.01492009202428242,0.08473777633799524,0.006146481940520945,0.9096970189763601,0.009663387368812199,10.666666666666666,0.5773502691896257,10.666666666666666,0.5773502691896257,2.3333333333333335,0.5773502691896258
proposed,class_weighted,3,0.1502021952628538,0.03185778705838279,0.0752793540905392,0.022564892314380917,0.12714997173529613,0.0261085544669385,0.06609038846166267,0.022240431447812896,0.11283148166732886,0.029774692809175586,0.1502021952628538,0.03185778705838279,0.08716286442720415,0.04522614085741021,0.06038656503990817,0.03341857850462048,0.912426425111963,0.0014553945771243306,7.666666666666667,1.1547005383792517,6.666666666666667,2.0816659994661326,6.333333333333333,2.0816659994661326
