bin_lower,bin_upper,count,mean_confidence,accuracy
0.0,0.1,2296,0.09120195358991623,0.17073170731707318
0.1,0.2,12,0.11828690767288208,0.08333333333333333
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,0,,
0.4,0.5,0,,
0.5,0.6000000000000001,0,,
0.6000000000000001,0.7000000000000001,0,,
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
