model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,0.18110918544194107,0.044120372276732905,0.09397117097366474,0.04887992111047607,0.07976464083892934,0.18110918544194107,0.08428420356436268,0.09140605422663317,0.9155120530573309,True
