accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.18327556325823224,0.08635873896325931,0.15819422963952898,0.09213744442616988,0.14486764250925926,0.18327556325823224,0.1377629180670764,0.09652424610156947,0.913401596491691,True
