accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.16984402079722705,0.024868817345106257,0.07599801914823374,0.03704671149716548,0.06002233708333052,0.16984402079722705,0.08800454468150531,0.07830986453210564,0.9149786339278668,True
