model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,0.17027729636048528,0.025146488339868663,0.07632816110927698,0.03732831085385219,0.06093226230010117,0.17027729636048528,0.08893514964089691,0.07929907757562926,0.9150368453764413,True
