round,clients,prompts_per_100,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
1,150,30.017351069982652,0.0931174089068826,0.11192865105908585,0.07427838827838829,0.01814843794022483,0.2565569441999648,0.0931174089068826,0.023695637261168516,0.006028410303689211,0.9224714168168952,True
2,150,30.017351069982652,0.11220358588779641,0.10538973124112444,0.07829304029304031,0.02384365826700785,0.24202738130553025,0.11220358588779641,0.04574404308183571,0.023680616594622627,0.9188665662143656,True
3,150,30.017351069982652,0.17466743782533256,0.10274579402635074,0.08052014652014651,0.0390655996266919,0.2346333963550591,0.17466743782533256,0.09076148386361031,0.08319323503036868,0.9145642142554185,True
4,150,30.017351069982652,0.21804511278195488,0.023875794303347745,0.07827106227106227,0.030667341400707114,0.057036853355143136,0.21804511278195488,0.08226174786334293,0.11984911892388583,0.9094230312273641,True
5,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.12305399198074296,0.9032521579970989,True
6,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.09635245710387265,0.8960704072045833,True
7,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.07987424664462212,0.8883455374027658,True
8,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.06140929592817486,0.8810045195922613,True
9,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.04145127374564657,0.8748242360050613,True
10,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.03966848198873862,0.870407436276805,True
