round,client_id,local_loss,sample_count,mean_note_utility,note_count,base_weight,utility_multiplier,final_weight
1,U001,2.5147851705551147,44,0.3442697281817122,9,0.005871363757672805,0.9221348640908561,0.0058807661533193945
1,U002,2.5563107331593833,50,0.3417072250582071,13,0.006672004270082733,0.9208536125291036,0.0066734036118533575
1,U003,2.549595514933268,42,0.33652745384726707,13,0.005604483586869495,0.9182637269236336,0.005589893210330039
1,U004,2.5360962947209678,63,0.33855531395874305,16,0.008406725380304243,0.9192776569793715,0.008394098202657928
1,U005,2.549756566683451,51,0.3388187854676496,12,0.0068054443554843875,0.9194093927338248,0.006796196134039547
1,U006,2.5565282901128135,45,0.34515106008380186,14,0.00600480384307446,0.922575530041901,0.006017294075365435
1,U007,2.5433165629704795,51,0.34444924328730614,14,0.0068054443554843875,0.922224621643653,0.006817006067008058
1,U008,2.5163573821385703,47,0.34293021650238636,11,0.006271684013877769,0.9214651082511932,0.006277165000014211
1,U009,2.506518522898356,50,0.32795228187186115,11,0.006672004270082733,0.9139761409359306,0.006623562743396267
1,U010,2.5513975620269775,45,0.33653841038034593,12,0.00600480384307446,0.918269205190173,0.0059892070275594685
1,U011,2.5552833477656045,49,0.3447589340185872,15,0.006538564184681078,0.9223794670092936,0.006550772213119552
1,U012,2.5378467241923013,52,0.34081012538771954,16,0.006938884440886042,0.9204050626938598,0.006936959101452623
1,U013,2.535598079363505,53,0.34658122745566217,11,0.007072324526287697,0.923290613727831,0.007092528369944022
1,U014,2.543627659479777,47,0.3429767472580067,15,0.006271684013877769,0.9214883736290034,0.006277323487420835
1,U015,2.5538055499394736,33,0.350019003394221,6,0.004403522818254604,0.9250095016971105,0.0044243240177582405
1,U016,2.5273638566335044,61,0.3393294631921022,17,0.008139845209500934,0.9196647315960511,0.008131041141380748
1,U017,2.530521869659424,42,0.34280698623330125,10,0.005604483586869495,0.9214034931166506,0.0056090064097408104
1,U018,2.5477857987085977,47,0.34265801162739734,11,0.006271684013877769,0.9213290058136987,0.006276237848840057
1,U019,2.548893451690674,45,0.34343500021823403,11,0.00600480384307446,0.921717500109117,0.006011697765618532
1,U020,2.5028836329778037,49,0.34113570341461463,10,0.006538564184681078,0.9205678517073073,0.006537906055962354
1,U021,2.5082412163416543,43,0.34538483379640017,10,0.00573792367227115,0.9226924168982,0.005750587268649769
1,U022,2.550620953241984,56,0.3385623419710199,13,0.007472644782492661,0.91928117098551,0.007461449146411368
1,U023,2.5419231255849204,52,0.345737054629563,12,0.006938884440886042,0.9228685273147815,0.006955525876034668
