accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.1681109185441941,0.024713683469033337,0.07538263453284913,0.036767784586614116,0.059691469979348155,0.1681109185441941,0.08736022195226253,0.07705303196322362,0.9150038483974544,True
