model,ambiguous_count,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,2308,0.18370883882149047,0.045304300736281174,0.09391121098353018,0.04998470590071321,0.08261002716163493,0.18370883882149047,0.08818436705903202,0.09393354786149961,0.9154850415574708,True
