accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.11265164644714037,0.13474899647329938,0.09946983339770007,0.04242117001427752,0.12773925525896765,0.11265164644714037,0.043405875395283317,0.02278440992188102,0.9136208387646506,True
