accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.18327556325823224,0.044284117114784936,0.09281230988462909,0.04895456892101188,0.08206185692577123,0.18327556325823224,0.0877619281634932,0.09327188468307412,0.9152630621905933,True
