bin_lower,bin_upper,count,mean_confidence,accuracy
0.0,0.1,2265,0.08969218216129222,0.1836644591611479
0.1,0.2,43,0.10641157107297765,0.16279069767441862
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,0,,
0.4,0.5,0,,
0.5,0.6000000000000001,0,,
0.6000000000000001,0.7000000000000001,0,,
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
