accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
0.18804159445407279,0.030745787897051423,0.07740418185305967,0.04136667929771379,0.07921622475961823,0.18804159445407279,0.10466770823550839
