round,client_id,sample_count,local_loss
1,U001,44,2.567953864733378
1,U002,50,2.5331605672836304
1,U003,42,2.548147122065226
1,U004,63,2.5214118162790933
1,U005,51,2.5563164552052817
1,U006,45,2.5533809661865234
1,U007,51,2.5577640930811563
1,U008,47,2.5705275932947793
1,U009,50,2.55886181195577
1,U010,45,2.563370108604431
1,U011,49,2.588859041531881
1,U012,52,2.572854916254679
1,U013,53,2.558567762374878
1,U014,47,2.5759205420811973
1,U015,33,2.5691012144088745
1,U016,61,2.5500165621439614
1,U017,42,2.5234827200571694
1,U018,47,2.5507879654566445
1,U019,45,2.542211929957072
1,U020,49,2.5550195773442588
1,U021,43,2.5509209632873535
1,U022,56,2.577605406443278
1,U023,52,2.57647434870402
1,U024,55,2.5741416215896606
1,U025,48,2.543992559115092
1,U026,54,2.5735934575398765
1,U027,50,2.5444417794545493
1,U028,58,2.5756941636403403
1,U029,44,2.5057226022084556
1,U030,51,2.558043360710144
1,U031,48,2.556780695915222
1,U032,47,2.5632780392964682
1,U033,46,2.5691017707188926
1,U034,42,2.5432997147242227
1,U035,48,2.573642452557882
1,U036,70,2.556318680445353
1,U037,49,2.57241419951121
1,U038,58,2.5640534162521362
1,U039,48,2.587681214014689
1,U040,52,2.577494740486145
1,U041,52,2.5631826321283975
1,U042,42,2.547563831011454
1,U043,30,2.529780387878418
1,U044,41,2.5625868240992227
1,U045,58,2.549577474594116
1,U046,54,2.53510848681132
1,U047,53,2.5291556119918823
1,U048,53,2.555160085360209
1,U049,45,2.5440094470977783
1,U050,48,2.54566482702891
1,U051,52,2.5294208923975625
1,U052,49,2.5600587924321494
1,U053,48,2.5568928321202598
1,U054,46,2.587640961011251
1,U055,50,2.5631702740987143
1,U056,59,2.5549721717834473
1,U057,44,2.5738482077916465
1,U058,62,2.5406996409098306
1,U059,58,2.561256488164266
1,U060,59,2.565156896909078
1,U061,53,2.5394771496454873
1,U062,48,2.555806597073873
1,U063,56,2.5514336824417114
1,U064,53,2.538546601931254
1,U065,43,2.5917747815450034
1,U066,58,2.5821555852890015
1,U067,44,2.5337299903233848
1,U068,59,2.5526217222213745
1,U069,49,2.548481822013855
1,U070,42,2.5703680515289307
1,U071,40,2.5610018173853555
1,U072,60,2.538657824198405
1,U073,47,2.5527455806732178
1,U074,52,2.573697328567505
1,U075,56,2.5358674128850303
1,U076,50,2.5535025199254355
1,U077,49,2.552195429801941
1,U078,63,2.539998173713684
1,U079,57,2.553607940673828
1,U080,49,2.5464340448379517
1,U081,41,2.556735078493754
1,U082,38,2.571674664815267
1,U083,47,2.5612252155939736
1,U084,55,2.5396902561187744
1,U085,50,2.5547362168629966
1,U086,51,2.5343207518259683
1,U087,46,2.5389070908228555
1,U088,58,2.5480198860168457
1,U089,39,2.548841118812561
1,U090,52,2.558851679166158
1,U091,69,2.539157258139716
1,U092,53,2.5748249689737954
1,U093,45,2.542012413342794
1,U094,64,2.5615323781967163
1,U095,55,2.5661415656407676
1,U096,39,2.5253044764200845
1,U097,50,2.5557097593943277
1,U098,51,2.5603273709615073
1,U099,49,2.5706668694814048
1,U100,60,2.5330161650975547
1,U101,53,2.5806102752685547
1,U102,45,2.5509018500645957
1,U103,37,2.5511293013890586
1,U104,54,2.5610574881235757
1,U105,46,2.565812627474467
1,U106,50,2.5715686480204263
1,U107,46,2.5259652932484946
1,U108,57,2.553080121676127
1,U109,49,2.544551372528076
1,U110,61,2.5499675273895264
1,U111,38,2.558844963709513
1,U112,49,2.5449445247650146
1,U113,47,2.5759512186050415
