accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.18284228769497402,0.08394965711298087,0.15701163086392594,0.09049666038126321,0.14225093027893293,0.18284228769497402,0.13659255231645415,0.09604970137532186,0.9133371364788084,True
