round,clients,prompts_per_100,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
1,150,30.017351069982652,0.09022556390977443,0.11162930791578005,0.07208058608058608,0.017674344830972143,0.25631017234694864,0.09022556390977443,0.023257449453183518,0.003105220959633323,0.9224767389474862,True
2,150,30.017351069982652,0.11278195488721804,0.1048402370065745,0.0784981684981685,0.024088949891829185,0.24041957908238012,0.11278195488721804,0.046340498384228976,0.02422084502914587,0.9188881150685916,True
3,150,30.017351069982652,0.17119722382880279,0.10208785629291334,0.07788278388278387,0.038051236784333184,0.2335682994508578,0.17119722382880279,0.08922186139267162,0.07965136176764862,0.9145643124538394,True
4,150,30.017351069982652,0.21688837478311163,0.0235136255451483,0.07786080586080585,0.030519656188105388,0.05645323767313666,0.21688837478311163,0.08188323696345086,0.11862953529063508,0.9094572633779834,True
5,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.12149621460515686,0.9033172714637755,True
6,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.09626097901319751,0.8961577853674688,True
7,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.07977039507439954,0.8884964128423234,True
8,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.06130879093984982,0.8812044091662395,True
9,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.04137709437766606,0.8750642945730628,True
10,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.03937117061203378,0.8706512587524712,True
