strategy,transactions,eligible,prompts,notes_used,prompts_per_100,prompt_precision,note_acceptance_rate,mean_uncertainty_reduction
ACTM,2308,2308,693,585,30.025996533795496,0.8412698412698413,0.8441558441558441,0.0002305980451637879
