strategy,transactions,eligible,prompts,notes_used,prompts_per_100,prompt_precision,note_acceptance_rate,mean_uncertainty_reduction
ACTM,2308,2308,693,573,30.025996533795496,0.886002886002886,0.8268398268398268,0.00016598968068137765
