model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,0.15121317157712305,0.0495830715973397,0.11339631037529149,0.05718513015690667,0.08125599358080966,0.15121317157712305,0.07806061912836862,0.058372987828102865,0.910757300859668,True
