model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,0.17114384748700173,0.025283788362861846,0.0764595576097722,0.037492816332736836,0.061456578617639125,0.17114384748700173,0.08961562563237917,0.0801908427452349,0.9150185244872759,True
