accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
0.03682842287694974,0.043247978802173535,0.020488765343535918,0.027027102641670794,0.0835402169428496,0.03682842287694974,0.050118515639148965
