accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
0.3119584055459272,0.2584132975830368,0.18558976073263683,0.15821329817343008,0.31178609162826,0.3119584055459272,0.22005181525151815
