model,ambiguous_count,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,2308,0.19324090121317158,0.029383117156142672,0.07499635526568195,0.04220509370203792,0.07608514193387457,0.19324090121317158,0.10913681322950251,0.07708274057874234,0.8985230419383956,True
