round,clients,prompts_per_100,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
1,150,30.017351069982652,0.13649508386350492,0.04470643929457555,0.07617101751943381,0.0384512135347425,0.10151149776318939,0.13649508386350492,0.07115710419418843,0.04675106035018672,0.9177892003793432,True
2,150,30.017351069982652,0.1683053788316946,0.03949328951901498,0.07806566887109873,0.036122723741458564,0.09293207635695105,0.1683053788316946,0.07614018882959635,0.07432755945975411,0.9137867513754857,True
3,150,30.017351069982652,0.18102949681897051,0.04033295876661825,0.07872560621881887,0.036083852452895665,0.09879328419603983,0.18102949681897051,0.08628337142579652,0.08151956212837755,0.9093166773238122,True
4,150,30.017351069982652,0.1978021978021978,0.03394207182961661,0.0824102564102564,0.04313560203056837,0.08792976789191619,0.1978021978021978,0.10893350805044341,0.09574305803928161,0.904138658649363,True
5,150,30.017351069982652,0.20416425679583575,0.03110150349068153,0.07943589743589743,0.044677370284256855,0.080382563986876,0.20416425679583575,0.1152912482798808,0.08800622323574256,0.8982538508084379,True
6,150,30.017351069982652,0.2145748987854251,0.030145089179321457,0.07861538461538461,0.04007299454319321,0.07771642181077845,0.2145748987854251,0.10580700280944268,0.0861895810435658,0.8918718264627998,True
7,150,30.017351069982652,0.21515326778484672,0.025234437319029464,0.07671794871794871,0.03087703371679031,0.0664602509092889,0.21515326778484672,0.0852035761825449,0.07157857637225444,0.8853271521456728,True
8,150,30.017351069982652,0.21631000578369,0.016716578018146876,0.07671794871794871,0.027451556077510278,0.04713320869778254,0.21631000578369,0.0774010039779425,0.05593550711990851,0.879384599355803,True
9,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.03924551319186575,0.8745107217446673,True
10,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.023604928645665692,0.8709606042003688,True
