model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,0.11785095320623917,0.09186248726241451,0.11079354573981659,0.04968255089157633,0.11683899880469524,0.11785095320623917,0.047180116093468255,0.0280203028506175,0.9134303730342189,True
