model,ambiguous_count,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,2308,0.18327556325823224,0.047091507362791614,0.09871053136389794,0.051754240082344076,0.08193613251506393,0.18327556325823224,0.08431104185665524,0.09363824669497679,0.9155473829995235,True
