round,clients,prompts_per_100,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
1,150,30.017351069982652,0.031231925968768073,0.024300902349682834,0.07743589743589743,0.00551183793750143,0.05048267949423277,0.031231925968768073,0.004023870910385862,0.05881053127861216,0.9228262381797611,True
2,150,30.017351069982652,0.05668016194331984,0.02737187808998544,0.08622090729783038,0.01833689529074043,0.06302234723346922,0.05668016194331984,0.03209577226658796,0.03314204635545655,0.9194999879853968,True
3,150,30.017351069982652,0.18565644881434354,0.04510042877178519,0.09534122287968441,0.04803292619430017,0.08769418049493648,0.18565644881434354,0.08579034970212804,0.09598040603157272,0.9154294698817879,True
4,150,30.017351069982652,0.19433198380566802,0.03063222902267124,0.07794871794871795,0.043220739899706685,0.0788842915066131,0.19433198380566802,0.11029560845059001,0.09854547045112276,0.9103133468591759,True
5,150,30.017351069982652,0.21110468478889532,0.029190824221627547,0.0776923076923077,0.04017080267020482,0.07565935071373943,0.21110468478889532,0.10602295829017515,0.10566103207179063,0.9039437951161912,True
6,150,30.017351069982652,0.2128397917871602,0.024617387271539094,0.07594871794871795,0.030969233615198648,0.0650234200612098,0.2128397917871602,0.08531207452637278,0.09422728807130532,0.8964469811812285,True
7,150,30.017351069982652,0.21688837478311163,0.016761274750815715,0.07692307692307693,0.027524955960070464,0.047259233319969125,0.21688837478311163,0.07760795853403327,0.07973525992030696,0.8883958798482523,True
8,150,30.017351069982652,0.21688837478311163,0.016693376068376068,0.07692307692307693,0.027433336991111598,0.047067789666473875,0.21688837478311163,0.07734963437343495,0.058839482653340956,0.8807430859976834,True
9,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.036726899173578256,0.8744840282560613,True
10,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.023821467364572115,0.870174172754847,True
