accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.1841421143847487,0.04559930167319402,0.09312000219232139,0.04982997309838651,0.08344083569280196,0.1841421143847487,0.08894782151173151,0.09411062985865247,0.9152389777128284,True
