accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
0.18760831889081456,0.030645449198346067,0.07721235373105696,0.04127092369408883,0.07894641894211471,0.18760831889081456,0.10442284256374885
