round,client_id,sample_count,local_loss
1,U001,44,2.5143519242604575
1,U002,50,2.555123448371887
1,U003,42,2.550628980000814
1,U004,63,2.5358959436416626
1,U005,51,2.548905293146769
1,U006,45,2.5566780169804892
1,U007,51,2.543245474497477
1,U008,47,2.5155941247940063
1,U009,50,2.5068846543629966
1,U010,45,2.5523250500361123
1,U011,49,2.5558712482452393
1,U012,52,2.537044962247213
1,U013,53,2.5366259813308716
1,U014,47,2.5438929001490274
1,U015,33,2.5556904474894204
1,U016,61,2.52502969900767
1,U017,42,2.529896299044291
1,U018,47,2.5489125649134317
1,U019,45,2.5496320724487305
1,U020,49,2.5030234257380166
1,U021,43,2.509438435236613
1,U022,56,2.549406131108602
1,U023,52,2.54180900255839
1,U024,55,2.5375139315923056
1,U025,48,2.539548635482788
1,U026,54,2.5139021078745523
1,U027,50,2.547419786453247
1,U028,58,2.5439438422520957
1,U029,44,2.5475316445032754
1,U030,51,2.5372231006622314
1,U031,48,2.5674145221710205
1,U032,47,2.5266342957814536
1,U033,46,2.507308999697367
1,U034,42,2.55117928981781
1,U035,48,2.5174809296925864
1,U036,70,2.5112067063649497
1,U037,49,2.540998935699463
1,U038,58,2.5461291869481406
1,U039,48,2.5492730140686035
1,U040,52,2.534805337587992
1,U041,52,2.5408776998519897
1,U042,42,2.53704043229421
1,U043,30,2.522814909617106
1,U044,41,2.5252021153767905
1,U045,58,2.5248751242955527
1,U046,54,2.539080500602722
1,U047,53,2.5455334981282554
1,U048,53,2.5316665172576904
1,U049,45,2.5472628672917685
1,U050,48,2.5309181213378906
1,U051,52,2.5276472568511963
1,U052,49,2.545190453529358
1,U053,48,2.5251008669535318
1,U054,46,2.5342292388280234
1,U055,50,2.527761777242025
1,U056,59,2.532129406929016
1,U057,44,2.532921314239502
1,U058,62,2.5384108225504556
1,U059,58,2.5475217501322427
1,U060,59,2.552995204925537
1,U061,53,2.575063427289327
1,U062,48,2.495109518369039
1,U063,56,2.5367130438486734
1,U064,53,2.5245825052261353
1,U065,43,2.535618265469869
1,U066,58,2.5464398860931396
1,U067,44,2.5230149030685425
1,U068,59,2.541307250658671
1,U069,49,2.5174466371536255
1,U070,42,2.5184696118036904
1,U071,40,2.5375194946924844
1,U072,60,2.5334197680155435
1,U073,47,2.5224159558614097
1,U074,52,2.549726208051046
1,U075,56,2.525234341621399
1,U076,50,2.534006357192993
1,U077,49,2.533872644106547
1,U078,63,2.531791647275289
1,U079,57,2.5297111670176187
1,U080,49,2.5448328256607056
1,U081,41,2.520934542020162
1,U082,38,2.575764815012614
1,U083,47,2.524829864501953
1,U084,55,2.545588970184326
1,U085,50,2.5480065743128457
1,U086,51,2.5279328028361
1,U087,46,2.518847624460856
1,U088,58,2.5283095836639404
1,U089,39,2.5787758032480874
1,U090,52,2.5501434405644736
1,U091,69,2.544435501098633
1,U092,53,2.528170903523763
1,U093,45,2.516004721323649
1,U094,64,2.5645280679066977
1,U095,55,2.5331466595331826
1,U096,39,2.536175012588501
1,U097,50,2.544878880182902
1,U098,51,2.521278699239095
1,U099,49,2.5292336543401084
1,U100,60,2.536833961804708
1,U101,53,2.5422153870264688
1,U102,45,2.55072021484375
1,U103,37,2.572474201520284
1,U104,54,2.522574027379354
1,U105,46,2.5467094580332437
1,U106,50,2.5316545168558755
1,U107,46,2.53453266620636
1,U108,57,2.523979107538859
1,U109,49,2.5500555833180747
1,U110,61,2.5330843528111777
1,U111,38,2.527702212333679
1,U112,49,2.544410546620687
1,U113,47,2.548693617184957
1,U114,35,2.4885029792785645
1,U115,55,2.520189086596171
1,U116,57,2.529393792152405
1,U117,56,2.5276757081349692
1,U118,35,2.549643397331238
1,U119,61,2.5415923992792764
1,U120,39,2.499814748764038
1,U121,49,2.5411829551060996
1,U122,53,2.5619355042775473
1,U123,44,2.5479527711868286
1,U124,54,2.546179493268331
1,U125,48,2.5379499197006226
1,U126,45,2.549686908721924
1,U127,41,2.559449235598246
1,U128,60,2.550814151763916
1,U129,51,2.5311617056528726
1,U130,56,2.5580434004465737
1,U131,62,2.5392737785975137
1,U132,48,2.5429863929748535
1,U133,36,2.5148768424987793
1,U134,55,2.532927672068278
1,U135,44,2.5510830084482827
1,U136,50,2.506936192512512
1,U137,56,2.539042115211487
1,U138,53,2.5258583625157676
1,U139,52,2.5338138739267984
1,U140,51,2.551531354586283
1,U141,54,2.5456257263819375
1,U142,47,2.535671591758728
1,U143,45,2.5398267904917398
1,U144,41,2.5512534777323403
1,U145,44,2.529794971148173
1,U146,50,2.536033312479655
1,U147,50,2.5279866059621177
1,U148,54,2.5523104667663574
1,U149,55,2.5312523444493613
1,U150,48,2.534000277519226
2,U001,44,2.4917829831441245
2,U002,50,2.5441985527674356
2,U003,42,2.514635364214579
2,U004,63,2.5143227577209473
2,U005,51,2.523568272590637
2,U006,45,2.5361849466959634
2,U007,51,2.528450528780619
2,U008,47,2.496641993522644
2,U009,50,2.4806477626164756
2,U010,45,2.532094677289327
2,U011,49,2.530042211214701
2,U012,52,2.511114517847697
2,U013,53,2.5234943628311157
2,U014,47,2.5253246625264487
2,U015,33,2.5548786322275796
2,U016,61,2.5023372570673623
2,U017,42,2.5372345050175986
2,U018,47,2.5227322975794473
2,U019,45,2.518653988838196
2,U020,49,2.470279852549235
2,U021,43,2.5015267928441367
2,U022,56,2.5261329412460327
2,U023,52,2.499110460281372
2,U024,55,2.512577454249064
2,U025,48,2.5157317320505777
2,U026,54,2.4869222243626914
2,U027,50,2.529679218928019
2,U028,58,2.5261305570602417
2,U029,44,2.5322128534317017
2,U030,51,2.515439748764038
2,U031,48,2.5559261639912925
2,U032,47,2.5109134912490845
2,U033,46,2.482601841290792
2,U034,42,2.55983833471934
2,U035,48,2.483959952990214
2,U036,70,2.481308195326063
2,U037,49,2.5174543062845864
2,U038,58,2.5220051209131875
2,U039,48,2.5134363571802774
2,U040,52,2.506741007169088
2,U041,52,2.514674663543701
2,U042,42,2.4983046849568686
2,U043,30,2.4831044673919678
2,U044,41,2.490654230117798
2,U045,58,2.502758026123047
2,U046,54,2.5150875250498452
2,U047,53,2.5151121616363525
2,U048,53,2.5100385348002114
2,U049,45,2.5254438320795694
2,U050,48,2.4948726097742715
2,U051,52,2.5155378580093384
2,U052,49,2.5242698192596436
2,U053,48,2.49945863087972
2,U054,46,2.5034961303075156
2,U055,50,2.500292698542277
2,U056,59,2.50313671429952
2,U057,44,2.516002337137858
2,U058,62,2.517127752304077
2,U059,58,2.5168118476867676
2,U060,59,2.529419422149658
2,U061,53,2.548245986302694
2,U062,48,2.464176813761393
2,U063,56,2.519493500391642
2,U064,53,2.4987444480260215
2,U065,43,2.5076851050059
2,U066,58,2.531489531199137
2,U067,44,2.492205500602722
2,U068,59,2.5125688314437866
2,U069,49,2.4916991790135703
2,U070,42,2.4851128657658896
2,U071,40,2.5175071159998574
2,U072,60,2.5016965866088867
2,U073,47,2.4974424839019775
2,U074,52,2.5180389086405435
2,U075,56,2.4955753882726035
2,U076,50,2.511171261469523
2,U077,49,2.512256701787313
2,U078,63,2.501293142636617
2,U079,57,2.5051172176996865
2,U080,49,2.517327904701233
2,U081,41,2.50282088915507
2,U082,38,2.5370805660883584
2,U083,47,2.512496829032898
2,U084,55,2.5220309495925903
2,U085,50,2.5243958234786987
2,U086,51,2.5009305477142334
2,U087,46,2.490630030632019
2,U088,58,2.500831127166748
2,U089,39,2.53892719745636
2,U090,52,2.5346515576044717
2,U091,69,2.5204882621765137
2,U092,53,2.5056777000427246
2,U093,45,2.487308224042257
2,U094,64,2.5442723433176675
2,U095,55,2.509244163831075
2,U096,39,2.500229994455973
2,U097,50,2.517886519432068
2,U098,51,2.4930108388264975
2,U099,49,2.5016829570134482
2,U100,60,2.506170153617859
2,U101,53,2.5185182889302573
2,U102,45,2.5379360914230347
2,U103,37,2.543153166770935
2,U104,54,2.4872419436772666
2,U105,46,2.523133635520935
2,U106,50,2.52670685450236
2,U107,46,2.5223585764567056
2,U108,57,2.501940290133158
2,U109,49,2.530986269315084
2,U110,61,2.5120811462402344
2,U111,38,2.5175074338912964
2,U112,49,2.5151363213857016
2,U113,47,2.5235339800516763
2,U114,35,2.4642937978108725
2,U115,55,2.4975690046946206
2,U116,57,2.5042946338653564
2,U117,56,2.5024343729019165
2,U118,35,2.496854305267334
2,U119,61,2.5250136057535806
2,U120,39,2.4553997913996377
2,U121,49,2.5180848836898804
2,U122,53,2.54288641611735
2,U123,44,2.5427745978037515
2,U124,54,2.5335817337036133
2,U125,48,2.5221300522486367
2,U126,45,2.5141369104385376
2,U127,41,2.548741022745768
