accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.15121317157712305,0.053418313314400646,0.1073512216319484,0.05946686727140642,0.08521303904424453,0.15121317157712305,0.08196731119547061,0.05834292556502998,0.9108704279959506,True
