bin_lower,bin_upper,count,mean_confidence,accuracy
0.0,0.1,2297,0.08684483170509338,0.18197649107531563
0.1,0.2,11,0.1094028428196907,0.09090909090909091
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,0,,
0.4,0.5,0,,
0.5,0.6000000000000001,0,,
0.6000000000000001,0.7000000000000001,0,,
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
