round,clients,prompts_per_100,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
1,150,30.017351069982652,0.03007518796992481,0.002313475997686524,0.07692307692307693,0.004491858506457046,0.0009045169314263101,0.03007518796992481,0.001756215355908018,0.0616264800423139,0.925090812093347,True
2,150,30.017351069982652,0.03007518796992481,0.002313475997686524,0.07692307692307693,0.004491858506457046,0.0009045169314263101,0.03007518796992481,0.001756215355908018,0.06070500463592035,0.9243130483839284,True
3,150,30.017351069982652,0.030653556969346442,0.040777693643935686,0.07717948717948718,0.005006332725975803,0.08766091434546011,0.030653556969346442,0.002907267223088437,0.059124331419319005,0.9234606159014824,True
4,150,30.017351069982652,0.031231925968768073,0.01944143493439268,0.07743589743589743,0.005551576642095695,0.03947572072108766,0.031231925968768073,0.004027311623546389,0.05749657956970572,0.9225220865978493,True
5,150,30.017351069982652,0.031810294968189705,0.015964146893938165,0.0776923076923077,0.006090951498176679,0.0315537704931493,0.031810294968189705,0.005096292378204569,0.055894900964408196,0.9214512878679331,True
6,150,30.017351069982652,0.03470213996529786,0.05404122989712608,0.07892307692307693,0.00830835799505105,0.13902448515042878,0.03470213996529786,0.010128279952534168,0.051823901468236164,0.9201755279771479,True
7,150,30.017351069982652,0.061885482938114515,0.064964530676475,0.09307059155022955,0.02866133589925082,0.13451298947818663,0.061885482938114515,0.047218912913395084,0.02357470524266251,0.9187168618832892,True
8,150,30.017351069982652,0.12839791787160207,0.06545808215158853,0.12895735335554342,0.05726533304114912,0.13456854481842317,0.12839791787160207,0.09488571726229603,0.04382276517366521,0.917053183612932,True
9,150,30.017351069982652,0.15442452284557548,0.06495211919072741,0.14409653092006033,0.07327431957480808,0.11447169813768997,0.15442452284557548,0.10574670144899184,0.06914704463656338,0.9151767381397432,True
10,150,30.017351069982652,0.15962984384037016,0.06592705823262486,0.14561042878689937,0.07596718447007561,0.11482322619943583,0.15962984384037016,0.11231355654079585,0.07314483620153128,0.913011683134959,True
