strategy,transactions,eligible,prompts,notes_used,prompts_per_100,prompt_precision,note_acceptance_rate,mean_uncertainty_reduction
ACTM,2308,2308,693,574,30.025996533795496,0.823953823953824,0.8282828282828283,0.0002539976267144084
