model,ambiguous_count,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,2308,0.1815424610051993,0.08439250341186341,0.15726005909078053,0.09140348433650512,0.1403994526164818,0.1815424610051993,0.13624785805977563,0.0947664044410042,0.9130916014420023,True
