round,client_id,sample_count,local_loss
1,U001,44,2.5491908391316733
1,U002,50,2.569027821222941
1,U003,42,2.571732838948568
1,U004,63,2.551116665204366
1,U005,51,2.5771119594573975
1,U006,45,2.570212721824646
1,U007,51,2.5510807037353516
1,U008,47,2.5573741594950357
1,U009,50,2.544755736986796
1,U010,45,2.570306897163391
1,U011,49,2.5862164894739785
1,U012,52,2.564664642016093
1,U013,53,2.559594710667928
1,U014,47,2.573689659436544
1,U015,33,2.5641276041666665
1,U016,61,2.5479891697565713
1,U017,42,2.523175676663717
1,U018,47,2.571462353070577
1,U019,45,2.5796314477920532
1,U020,49,2.537998835245768
1,U021,43,2.521675705909729
1,U022,56,2.558349331219991
1,U023,52,2.5612523555755615
1,U024,55,2.543747305870056
1,U025,48,2.5653197367986045
1,U026,54,2.538748582204183
1,U027,50,2.568156917889913
1,U028,58,2.5711501836776733
1,U029,44,2.541153152783712
1,U030,51,2.563860535621643
1,U031,48,2.584969242413839
1,U032,47,2.560125231742859
1,U033,46,2.5293641487757363
1,U034,42,2.5726638237635293
1,U035,48,2.5416099627812705
1,U036,70,2.513737360636393
1,U037,49,2.554747978846232
1,U038,58,2.578535556793213
1,U039,48,2.5597246090571084
1,U040,52,2.5538356701533
1,U041,52,2.5735809008280435
1,U042,42,2.5499664147694907
1,U043,30,2.5369698206583657
1,U044,41,2.541047215461731
1,U045,58,2.5514121850331626
1,U046,54,2.565280556678772
1,U047,53,2.5612316528956094
1,U048,53,2.557882825533549
1,U049,45,2.5501619577407837
1,U050,48,2.556478500366211
1,U051,52,2.53172504901886
1,U052,49,2.5707387129465737
1,U053,48,2.554221749305725
1,U054,46,2.577526648839315
1,U055,50,2.5579986572265625
1,U056,59,2.569584051767985
1,U057,44,2.560899337132772
1,U058,62,2.551412065823873
1,U059,58,2.58216385046641
1,U060,59,2.5721940199534097
1,U061,53,2.5889949003855386
1,U062,48,2.517470955848694
1,U063,56,2.542974869410197
1,U064,53,2.531870404879252
1,U065,43,2.5641938845316568
1,U066,58,2.5718283653259277
1,U067,44,2.5228554010391235
1,U068,59,2.569451689720154
1,U069,49,2.534062623977661
1,U070,42,2.554189682006836
1,U071,40,2.561120351155599
1,U072,60,2.5572121143341064
1,U073,47,2.538428862889608
1,U074,52,2.583552678426107
1,U075,56,2.555287559827169
1,U076,50,2.5563517808914185
1,U077,49,2.5606845219930015
1,U078,63,2.5463207960128784
1,U079,57,2.5650529066721597
1,U080,49,2.5581318140029907
1,U081,41,2.5551673571268716
1,U082,38,2.5972313483556113
1,U083,47,2.546095609664917
1,U084,55,2.5369760990142822
1,U085,50,2.586739977200826
1,U086,51,2.566648801167806
1,U087,46,2.5460402965545654
1,U088,58,2.5525208711624146
1,U089,39,2.5850321451822915
1,U090,52,2.5793352127075195
1,U091,69,2.569277869330512
1,U092,53,2.559616963068644
1,U093,45,2.529998699824015
1,U094,64,2.590146819750468
