accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.15121317157712305,0.0555026921336533,0.10759864859045477,0.06003509639816757,0.08844323380204498,0.15121317157712305,0.08182677668363617,0.059410993387499764,0.91253550098344,True
