model,ambiguous_count,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,2308,0.19670710571923744,0.029377166776901328,0.0755434490696336,0.04228614830278135,0.07613553501693648,0.19670710571923744,0.10973815495775449,0.08034809667171598,0.8985780095696434,True
