accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
0.10961871750433276,0.10369178301233187,0.09213827724646549,0.0369889940029055,0.13110729959243028,0.10961871750433276,0.039009201805528505,0.020316675150415103,0.915429745223262,True
