model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,0.19930675909878684,0.030071378293728242,0.07703625551505852,0.04325715724921518,0.0777915538464708,0.19930675909878684,0.11190525932319607,0.08307615249535551,0.8985417506302616,True
