round,clients,prompts_per_100,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
1,150,30.017351069982652,0.031231925968768073,0.02155499932954901,0.07743589743589743,0.0055111273385385065,0.04428639649900239,0.031231925968768073,0.00401752533350564,0.058842020582228885,0.9227553424681515,True
2,150,30.017351069982652,0.058993637941006365,0.025611113041283957,0.0872465483234714,0.018793038630021075,0.05816234163510376,0.058993637941006365,0.03291212487061135,0.029689411544917013,0.9193953044271098,True
3,150,30.017351069982652,0.18854829381145172,0.046941026262166084,0.0989664694280079,0.051626685193574544,0.08530430602465018,0.18854829381145172,0.08824615225210163,0.09869714731543376,0.9152664893977921,True
4,150,30.017351069982652,0.1978021978021978,0.030967765509765353,0.07907692307692307,0.043934092654730764,0.07966024450113304,0.1978021978021978,0.11213603921380984,0.1016498451299444,0.9100787716544707,True
5,150,30.017351069982652,0.21110468478889532,0.028844788993830865,0.07733333333333334,0.03924768273820784,0.07482264103234558,0.21110468478889532,0.10394421638112017,0.10499433960664335,0.903605821215382,True
6,150,30.017351069982652,0.2128397917871602,0.025400592433642767,0.07594871794871795,0.03093165415819878,0.06673822331637275,0.2128397917871602,0.08515857862479566,0.09279151136317372,0.8960043815617681,True
7,150,30.017351069982652,0.21688837478311163,0.016751541141785044,0.07692307692307693,0.027511830086937382,0.04723178893360444,0.21688837478311163,0.07757094949324449,0.07816242222809391,0.8879049336519969,True
8,150,30.017351069982652,0.21688837478311163,0.016693376068376068,0.07692307692307693,0.027433336991111598,0.047067789666473875,0.21688837478311163,0.07734963437343495,0.056824178507625875,0.8803053637556244,True
9,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.034569037898280426,0.8742077757309489,True
10,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.030838991431847963,0.8700909933495388,True
