model,ambiguous_count,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,2308,0.1815424610051993,0.044283075842824746,0.0941250171275109,0.04908356551933382,0.0802113730720645,0.1815424610051993,0.0848417760677566,0.09173710551919928,0.9154030659731293,True
