strategy,transactions,eligible,prompts,notes_used,prompts_per_100,prompt_precision,note_acceptance_rate,mean_uncertainty_reduction
ACTM,2308,2308,693,576,30.025996533795496,0.86002886002886,0.8311688311688312,0.0005844421684741974
