model,ambiguous_count,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,2308,0.17027729636048528,0.025077042280906403,0.0759755694948828,0.03723089231758297,0.06089170698471797,0.17027729636048528,0.08893396707045623,0.07926966481078644,0.9150215381551566,True
