round,clients,prompts_per_100,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
1,150,30.017351069982652,0.0931174089068826,0.11923286193281962,0.07427838827838829,0.018129543354267967,0.27720951406593775,0.0931174089068826,0.023711525673138726,0.006027764081093123,0.9225036353164408,True
2,150,30.017351069982652,0.11220358588779641,0.10538973124112444,0.07829304029304031,0.02384365826700785,0.24202738130553025,0.11220358588779641,0.04574404308183571,0.02367395703385096,0.9188779779351871,True
3,150,30.017351069982652,0.1735106998264893,0.10253039722367863,0.07964102564102563,0.038730920754193966,0.23429271065462323,0.1735106998264893,0.09026234291829965,0.08201234920425453,0.9145819479726501,True
4,150,30.017351069982652,0.21862348178137653,0.02406673445249113,0.07847619047619046,0.03074126742167705,0.05734153399310357,0.21862348178137653,0.08245097895177343,0.12032064153856456,0.9094123779215518,True
5,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.12165517231989212,0.9031744967731505,True
6,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.09573464040434931,0.8959321372449277,True
7,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.0790529922124897,0.8881502465353086,True
8,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.060310200326459264,0.8808125169049247,True
9,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.04018003657296463,0.8746949615133995,True
10,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.04220407184250026,0.8704124100126089,True
