round,clients,prompts_per_100,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
1,150,30.017351069982652,0.1359167148640833,0.05671347277651783,0.07800278454577098,0.03949344646505981,0.13385089257429392,0.1359167148640833,0.07174013801321873,0.04612878541973298,0.9177471988851584,True
2,150,30.017351069982652,0.16946211683053788,0.038485957085862436,0.07944378698224853,0.038209549210291585,0.08848601672733132,0.16946211683053788,0.0797582346343835,0.0754747374932362,0.9137216079206946,True
3,150,30.017351069982652,0.18102949681897051,0.037624611675244585,0.07827497389488339,0.03683125980488005,0.09394380721591153,0.18102949681897051,0.08913231731140275,0.08146686789064203,0.9092147974145078,True
4,150,30.017351069982652,0.20185078079814922,0.03386976555088765,0.08323076923076923,0.044656244259231745,0.08765770431165114,0.20185078079814922,0.11325399499406108,0.09961826145269749,0.9039843321726444,True
5,150,30.017351069982652,0.20589936379410065,0.030906362389712543,0.07933333333333333,0.04447201847315253,0.07991238672634392,0.2058993637941006,0.11511077130285147,0.08930514318929925,0.898044827723569,True
6,150,30.017351069982652,0.21226142278773857,0.02861661274405497,0.07717948717948718,0.037741534202017465,0.07421426894056433,0.21226142278773857,0.10055653094769101,0.08315559323637936,0.8916256808542334,True
7,150,30.017351069982652,0.21631000578369,0.027125101780584103,0.07712820512820512,0.03096659808988576,0.07069686013900955,0.21631000578369,0.08538394005486394,0.07176596059869521,0.8850731936513769,True
8,150,30.017351069982652,0.21573163678426838,0.016681574239713774,0.07651282051282052,0.02739122452726271,0.04703451383377944,0.21573163678426838,0.07723089622348508,0.05420817105996947,0.8791645837061008,True
9,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.03801976588159853,0.8743583620448176,True
10,150,30.017351069982652,0.21688837478311163,0.016683721137162433,0.07692307692307693,0.027420298332845865,0.04704056711605949,0.21688837478311163,0.07731287123922705,0.022472770418163805,0.8709036260783676,True
