model,ambiguous_count,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,2308,0.1893414211438475,0.03162425893021726,0.07828352196431997,0.04158270487077497,0.08171198091464722,0.1893414211438475,0.10521549708502323,0.08570581169369626,0.904193759211927,True
