model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,ece,brier_score,calibration_available
Proposed,0.19974003466204507,0.03012960653019205,0.07719010166890465,0.0433416328691874,0.07794881155996301,0.19974003466204507,0.11213621110075633,0.08351203326000292,0.8985430386900868,True
