runs,eligible_rate_mean,eligible_rate_std,prompts_per_100_mean,prompts_per_100_std,prompt_precision_mean,prompt_precision_std,note_acceptance_rate_mean,note_acceptance_rate_std,mean_uncertainty_reduction_mean,mean_uncertainty_reduction_std,ambiguous_accuracy_mean,ambiguous_accuracy_std,ambiguous_macro_f1_mean,ambiguous_macro_f1_std,ambiguous_weighted_f1_mean,ambiguous_weighted_f1_std,ambiguous_ece_mean,ambiguous_ece_std,ambiguous_brier_score_mean,ambiguous_brier_score_std,ambiguous_accuracy_delta_vs_overall_mean,ambiguous_macro_f1_delta_vs_overall_mean,ambiguous_weighted_f1_delta_vs_overall_mean,ambiguous_ece_delta_vs_overall_mean,ambiguous_brier_score_delta_vs_overall_mean
3,1.0,0.0,30.025996533795496,0.0,0.848003848003848,0.01063652928691487,0.8350168350168351,0.006819358768041295,0.0002755386594799154,0.00026839551306718015,0.1837088388214904,0.014902412064055336,0.043183288277838495,0.005777432789521808,0.09511852143533861,0.01492009202428242,0.08473777633799524,0.006146481940520945,0.9096970189763601,0.009663387368812199,0.0,0.0,0.0,0.0,0.0
